index,X_approx,K_approx,V_over_Hd2_approx,V_minus_delta_zero_limit_approx
26,21.66758,61.43216666666666666666666666666666666666666666666666666666666666666666666666666666667,14.4450533333333333333333333348200327396786,4.302043379721861648518518518599665466813769038310361687037119951360252423099253577476e-166
27,22.50091,63.74697222222222222222222222222222222222222222222222222222222222222222222222222222222,15.00060666666666666666666666826992134428898333333333333333333333333333333333333333333,4.815112668610906673101851851946132341415710567093890716551026059087658807100497713342e-166
28,23.33424,66.06177777777777777777777777777777777777777777777777777777777777777777777777777777778,15.5561600000000000000000000017242080618624,5.367433480548640426666666666775613836794664219321617066666786767444085612288373761272e-166
29,24.16757,68.37658333333333333333333333333333333333333333333333333333333333333333333333333333333,16.11171333333333333333333333518289289239885,5.960452557433280501712962963088224860397764834812511160995513504249838684670668389411e-166
30,25.0009,70.69138888888888888888888888888888888888888888888888888888888888888888888888888888889,16.66726666666666666666666666864597583589833333333333333333333333333333333333333333333,6.595616641163044490740740740884084472340614730236332175926095498546395840098356708747e-166
31,25.83423,73.00619444444444444444444444444444444444444444444444444444444444444444444444444444444,17.22282000000000000000000000211345689236085,7.274372473636149986250000000163315885407283699113628040625199781433635061201687128225e-166
32,26.66756,75.321,17.7783733333333333333333333355853360617864,7.998166796750814580740740740926046465050309011815735437037271186907062694326266209859e-166
33,27.50089,77.63580555555555555555555555555555555555555555555555555555555555555555555555555555556,18.33392666666666666666666666906161334417498333333333333333333333333333333333333333333,8.768446352405255866712962963172407729390695415564779799884532352695041646469143523839e-166
34,28.33422,79.95061111111111111111111111111111111111111111111111111111111111111111111111111111111,18.8894800000000000000000000025422887395266,9.586657882497691436666666666902535349217915134433675316666983721096019582214896503644e-166
35,29.16755,82.26541666666666666666666666666666666666666666666666666666666666666666666666666666667,19.44503333333333333333333333602736224784125,1.045424812892633888310185185211656914798990786934612492766240353981575712067171530115e-165
36,30.00088,84.58022222222222222222222222222222222222222222222222222222222222222222222222222222222,20.00058666666666666666666666951683386911893333333333333333333333333333333333333333333,1.137266383358941579851851851881465310183308079807662032592634786280455603240748764175e-165
37,30.83421,86.89502777777777777777777777777777777777777777777777777777777777777777777777777777778,20.55614000000000000000000000301070360335965,1.234335173838513977541666666699693533954230857525044195729215055109448743638588367946e-165
38,31.66754,89.20983333333333333333333333333333333333333333333333333333333333333333333333333333333,21.1116933333333333333333333365089714505634,1.336775858521172840629629629666356814258093333234365902037092327363661999690244085201e-165
39,32.50087,91.52463888888888888888888888888888888888888888888888888888888888888888888888888888889,21.66724666666666666666666667001163741073018333333333333333333333333333333333333333333,1.4447331115967399283657407407814707945080764677683129466551555508138248120520648736e-165
40,33.3342,93.83944444444444444444444444444444444444444444444444444444444444444444444444444444444,22.22280000000000000000000000351870148386,1.558351607255037000000000000045051533384207969644650000000071454190012015300803390195e-165
41,34.16753,96.15425,22.77835333333333333333333333703016366995285,1.677776019685885814782407407457115504833362295066220607766284547265366657627224476948e-165
42,35.00086,98.46905555555555555555555555555555555555555555555555555555555555555555555555555555556,23.33390666666666666666666667054602396900873333333333333333333333333333333333333333333,1.803151023079108131962962963017679598069260647920947190926017120939822820529713646236e-165
43,35.83419,100.7838611111111111111111111111111111111111111111111111111111111111111111111111111111,23.88946000000000000000000000406628238102765,1.934621291624525710791666666726761117572470979781831045729269247323828438507885566365e-165
44,36.66752,103.0986666666666666666666666666666666666666666666666666666666666666666666666666666667,24.4450133333333333333333333375909389060096,2.072331499511960310518518518584377783090407989906952343703818779822068118756192547083e-165
45,37.50085,105.4134722222222222222222222222222222222222222222222222222222222222222222222222222222,25.00056666666666666666666667111999354395458333333333333333333333333333333333333333333,2.216426320931233690393518518590547729637333125239470131655221353217185960857533025085e-165
46,38.33418,107.7282777777777777777777777777777777777777777777777777777777777777777777777777777778,25.5561200000000000000000000046534462948626,2.367050430072167609666666666745289507494354580407622331666810383753508376476860049531e-165
47,39.16751,110.0430833333333333333333333333333333333333333333333333333333333333333333333333333333,26.11167333333333333333333333819129715873365,2.524348501124583827587962963048622082209427297724725741099697069220766909054789767551e-165
48,40.00084,112.3578888888888888888888888888888888888888888888888888888888888888888888888888888889,26.66722666666666666666666667173354613556773333333333333333333333333333333333333333333,2.688465208278304103407407407500564834597352967189176032592770389037821053501209909763e-165
49,40.83417,114.6726944444444444444444444444444444444444444444444444444444444444444444444444444444,27.22278000000000000000000000528019322536485,2.859545225723150196375000000101137560739780026484447754062697104336381075888888275776e-165
50,41.6675,116.9875,27.778333333333333333333333338831238428125,3.037733227648943865740740740850360471985203660979094328703921758044730833147081219708e-165
51,42.50083,119.3023055555555555555555555555555555555555555555555555555555555555555555555555555556,28.33388666666666666666666667238668174384818333333333333333333333333333333333333333333,3.223173888245506870754629629748254194948965803726748054988666674971450592755142135693e-165
52,43.33416,121.6171111111111111111111111111111111111111111111111111111111111111111111111111111111,28.8894400000000000000000000059465231725344,3.416011881702660970666666666794839771513255135466120106666931961889139852436129943394e-165
53,44.16749,123.9319166666666666666666666666666666666666666666666666666666666666666666666666666667,29.44499333333333333333333333951076271418365,3.616391882210227924726851851990138658827107084621000532766495507618140159850417573511e-165
54,45.00082,126.2467222222222222222222222222222222222222222222222222222222222222222222222222222222,30.00054666666666666666666667307940036879593333333333333333333333333333333333333333333,3.824458563958029492185185185334172729306403827300258257592912983110257932289300453299e-165
55,45.83415,128.5615277777777777777777777777777777777777777777777777777777777777777777777777777778,30.55610000000000000000000000665243613637125,4.04035660113588743229166666682696427063387428729784108072951784153248727636860499207e-165
56,46.66748,130.8763333333333333333333333333333333333333333333333333333333333333333333333333333333,31.1116533333333333333333333402298700169096,4.264230667933623504296296296468535985759094136092775677037421318350732807722297066712e-165
57,47.50081,133.1911388888888888888888888888888888888888888888888888888888888888888888888888888889,31.66720666666666666666666667381170201041098333333333333333333333333333333333333333333,4.496225438541059467449074074258910992898485792849167596655512431413532470696090507195e-165
58,48.33414,135.5059444444444444444444444444444444444444444444444444444444444444444444444444444444,32.2227600000000000000000000073979321168754,4.736485587148017081000000000198112825535318424416201265000457981035780358041055582084e-165
59,49.16747,137.82075,32.77831333333333333333333334098856033630285,4.985155787944318104199074074286165432419707945328139982766702550082449530607227484051e-165
60,50.0008,140.1355555555555555555555555555555555555555555555555555555555555555555555555555555556,33.33386666666666666666666667458358666869333333333333333333333333333333333333333333333,5.242380715119784296296296296523093177568617017804325925926468504052314837037214815384e-165
61,50.83413,142.4503611111111111111111111111111111111111111111111111111111111111111111111111111111,33.88942000000000000000000000818301111404685,5.508305042864237416541666666908920840265855051749180145729755991161675733459808073498e-165
62,51.66746,144.7651666666666666666666666666666666666666666666666666666666666666666666666666666667,34.4449733333333333333333333417868336723634,5.78307344536749922418518518544367361506207820475220256870434294242807910318358813645e-165
63,52.50079,147.0799722222222222222222222222222222222222222222222222222222222222222222222222222222,35.00052666666666666666666667539505434364298333333333333333333333333333333333333333333,6.066830596819391478476851852127377111774789382087971996655785071754042076390534748444e-165
64,53.33412,149.3947777777777777777777777777777777777777777777777777777777777777777777777777777778,35.5560800000000000000000000090076731278856,6.359721171409735938666666666960057355488338236716146106667415876010774849829635005348e-165
65,54.16745,151.7095833333333333333333333333333333333333333333333333333333333333333333333333333333,36.11163333333333333333333334262469002509125,6.661889843328354364004629629941740786553921169281461451100346635121903506510491840201e-165
66,55.00078,154.0243888888888888888888888888888888888888888888888888888888888888888888888888888889,36.66718666666666666666666667624610503525993333333333333333333333333333333333333333333,6.973481286765068513740740741072454260589581328113733457593466412147192835396932508726e-165
67,55.83411,156.3391944444444444444444444444444444444444444444444444444444444444444444444444444444,37.22274000000000000000000000987191815839165,7.29464017590970014712500000035222504848020860922785642906344205336626915110061707484e-165
68,56.66744,158.654,37.7782933333333333333333333435021293944864,7.625511184952071023407407407781080836377539656323803543704718188362343113574646896166e-165
69,57.50077,160.9688055555555555555555555555555555555555555555555555555555555555555555555555555556,38.33384666666666666666666667713673874354418333333333333333333333333333333333333333333,7.966238988082002901837962963359049725700157860786626854989517230105932547807173109543e-165
70,58.3341,163.2836111111111111111111111111111111111111111111111111111111111111111111111111111111,38.889400000000000000000000010775746205565,8.31696825948931754166666666708616023313349336168645729166783937503858526351500511654e-165
71,59.16743,165.5984166666666666666666666666666666666666666666666666666666666666666666666666666667,39.44495333333333333333333334441915178054885,8.677843673363836702143518518962441290629823045778504657767462603156601874837219068962e-165
72,60.00076,167.9132222222222222222222222222222222222222222222222222222222222222222222222222222222,40.00050666666666666666666667806695546849573333333333333333333333333333333333333333333,9.049009903895382142518518518987922245408270547503057632593942678094758620028766354366e-165
73,60.83409,170.2280277777777777777777777777777777777777777777777777777777777777777777777777777778,40.55606000000000000000000001171915726940565,9.430611625273775622041666667162632859954806248985483770730613147210030181154082081569e-165
74,61.66742,172.5428333333333333333333333333333333333333333333333333333333333333333333333333333333,41.1116133333333333333333333453757571832786,9.822793511688838899962962963486603312022247280036229502038585341665312503780693566161e-165
75,62.50075,174.8576388888888888888888888888888888888888888888888888888888888888888888888888888889,41.66716666666666666666666667903675521011458333333333333333333333333333333333333333333,1.022570023733039373553240740795986419463025751815082013165674837651314561667282881601e-164
76,63.33408,177.1724444444444444444444444444444444444444444444444444444444444444444444444444444444,42.2227200000000000000000000127021513499136,1.063947647638826188800000000058244651606534758850985984000176915077943645148502501679e-164
77,64.16741,179.48725,42.77827333333333333333333334637194560267565,1.106426690305226511661574074135438169988087486397903168276809234754718166245573701748e-164
78,65.00074,181.8020555555555555555555555555555555555555555555555555555555555555555555555555555556,43.33382666666666666666666668004613796840073333333333333333333333333333333333333333333,1.150021619151222518062962963027570158489704346510909759092794043404019044610094581585e-164
79,65.83407,184.1168611111111111111111111111111111111111111111111111111111111111111111111111111111,43.88938000000000000000000001372472844708885,1.194746901595796383929166666734643842520090426013589837073131366170680736090776704402e-164
80,66.6674,186.4316666666666666666666666666666666666666666666666666666666666666666666666666666667,44.44493333333333333333333334740771703874,1.240617005057930285185185185256662489014635486498035370370599006630363514702805945396e-164
81,67.50073,188.7464722222222222222222222222222222222222222222222222222222222222222222222222222222,45.00048666666666666666666668109510374335418333333333333333333333333333333333333333333,1.287646396956606397756018518593629406435413964324846214665752546797925754597203340296e-164
82,68.33406,191.0612777777777777777777777777777777777777777777777777777777777777777777777777777778,45.5560400000000000000000000147868885609314,1.335849544710806897566666666745547944771184970623130113166925347135796212030185933919e-164
83,69.16739,193.3760833333333333333333333333333333333333333333333333333333333333333333333333333333,46.11159333333333333333333334848307149147165,1.385240915739513960542129629712421495537392291290502696610228546562346307332527628719e-164
84,70.00072,195.6908888888888888888888888888888888888888888888888888888888888888888888888888888889,46.66714666666666666666666668218365253497493333333333333333333333333333333333333333333,1.435834977461709762607407407494253491776164386993087483259551062460262406878920033337e-164
85,70.83405,198.0056944444444444444444444444444444444444444444444444444444444444444444444444444444,47.22270000000000000000000001588863169144125,1.487646197296376479687500000091047408056314393165515878906559590684918105057333311156e-164
86,71.66738,200.3205,47.7782533333333333333333333495980089608706,1.540689042662496287707407407502806760473340120010927176870698605572746506238377028847e-164
87,72.50071,202.6353055555555555555555555555555555555555555555555555555555555555555555555555555556,48.33380666666666666666666668331178434326298333333333333333333333333333333333333333333,1.594977980979051362592129629729535106649424052500968557999190359949612506744661004923e-164
88,73.33404,204.9501111111111111111111111111111111111111111111111111111111111111111111111111111111,48.8893600000000000000000000170299578386184,1.650527479665023880266666666771236045733433350375795090667034885139185076820156158291e-164
89,74.16737,207.2649166666666666666666666666666666666666666666666666666666666666666666666666666667,49.44491333333333333333333335075252944693685,1.707352006139396016656018518627913218400919848144069730777009990971309542599555356802e-164
90,75.0007,209.5797222222222222222222222222222222222222222222222222222222222222222222222222222222,50.00046666666666666666666668447949916821833333333333333333333333333333333333333333333,1.765466027821149947685185185299570306854120055082963321759671265790379868077634265799e-164
91,75.83403,211.8945277777777777777777777777777777777777777777777777777777777777777777777777777778,50.55602000000000000000000001821086700246285,1.824884012129267849279166666786211034821955155238154594573352076463710937078612196674e-164
92,76.66736,214.2093333333333333333333333333333333333333333333333333333333333333333333333333333333,51.1115733333333333333333333519466329496704,1.885620426482731897362962963087839167560031007423830167704163568389910835225512955416e-164
93,77.50069,216.5241388888888888888888888888888888888888888888888888888888888888888888888888888889,51.66712666666666666666666668568679700984098333333333333333333333333333333333333333333,1.94768973830052426786157407420445851185063814522268454716599466550725313190952569116e-164
94,78.33402,218.8389444444444444444444444444444444444444444444444444444444444444444444444444444444,52.2226800000000000000000000194313591829746,2.011106415001627136700000000136072916002751776985920126500512070302049162259365744744e-164
95,79.16735,221.15375,52.77823333333333333333333335318031946907125,2.075884924005022679803240740882686269852031785833247186777160263817020309110635497252e-164
96,80.00068,223.4685555555555555555555555555555555555555555555555555555555555555555555555555555556,53.33378666666666666666666668693367786813093333333333333333333333333333333333333333333,2.142039732729693073096296296444302504760822729652883896593161505659670284975185218573e-164
97,80.83401,225.7833611111111111111111111111111111111111111111111111111111111111111111111111111111,53.88934000000000000000000002069143438015365,2.209585308594620492504166666820925593618153841101556312073515834010657414010473915949e-164
98,81.66734,228.0981666666666666666666666666666666666666666666666666666666666666666666666666666667,54.4448933333333333333333333544535890051394,2.278536119018787113951851852012559550839739027604498376871001065632166913988930182522e-164
99,82.50067,230.4129722222222222222222222222222222222222222222222222222222222222222222222222222222,55.00044666666666666666666668822014174308818333333333333333333333333333333333333333333,2.348906631421175113364351852019208432367976871355451922166172795876283178267313045893e-164
100,83.334,232.7277777777777777777777777777777777777777777777777777777777777777777777777777777778,55.556000000000000000000000021991092594,2.420711313220766666666666666840876335671950629316666666667364398693362057756072816667e-164
101,84.16733,235.0425833333333333333333333333333333333333333333333333333333333333333333333333333333,56.11155333333333333333333335576644155787485,2.493964631836543949783796296477567399747428233218900216610687026640403142888711937006e-164
102,85.00066,237.3573888888888888888888888888888888888888888888888888888888888888888888888888888889,56.66710666666666666666666668954618863471273333333333333333333333333333333333333333333,2.568681054687489138640740740929285805116862289561418065760029610889422045591145829182e-164
103,85.83399,239.6721944444444444444444444444444444444444444444444444444444444444444444444444444444,57.22266000000000000000000002333033382451365,2.644875049192584409162500000196035773829390079611993595407058861235822681251063744124e-164
104,86.66732,241.987,57.7782133333333333333333333571188771272776,2.722561082770811937274074074277821569460833559406908074371219266106769550687289609973e-164
105,87.50065,244.3018055555555555555555555555555555555555555555555555555555555555555555555555555556,58.33376666666666666666666669091181854300458333333333333333333333333333333333333333333,2.801753622841153898900462963174647497113699359750950658999733092569560022119142880631e-164
106,88.33398,246.6166111111111111111111111111111111111111111111111111111111111111111111111111111111,58.8893200000000000000000000247091580716946,2.882467136822592469966666666886517903417178786217418393167600386339996613135799384313e-164
107,89.16731,248.9314166666666666666666666666666666666666666666666666666666666666666666666666666667,59.44487333333333333333333335851089571334765,2.964716092134109826397685185413437176527147819148116208277598971790759272665652172097e-164
108,90.00064,251.2462222222222222222222222222222222222222222222222222222222222222222222222222222222,60.00042666666666666666666669231703146796373333333333333333333333333333333333333333333,3.048514956194688144118518518755409746126167113653356923260284451959777662945672366478e-164
109,90.83397,253.5610277777777777777777777777777777777777777777777777777777777777777777777777777778,60.55598000000000000000000002612756533554285,3.133878196423309599054166666912440083423481999611961244573990208558603441490770009914e-164
110,91.6673,255.8758333333333333333333333333333333333333333333333333333333333333333333333333333333,61.111533333333333333333333359942497316085,3.220820280238956367129629629884532701155022481671257766204827401980782543063154913382e-164
111,92.50063,258.1906388888888888888888888888888888888888888888888888888888888888888888888888888889,61.66708666666666666666666669376182740959018333333333333333333333333333333333333333333,3.309355675060610624269907407671692153583403239247082969666684971310227461641697504927e-164
112,93.33396,260.5054444444444444444444444444444444444444444444444444444444444444444444444444444444,62.2226400000000000000000000275855556160584,3.399498848307254546400000000273923036497923626523781224001229634329589532391289678212e-164
113,94.16729,262.82025,62.77819333333333333333333336141368193548965,3.491264267397870309444907407691229987214567672454204785777905887528631213632205641073e-164
114,95.00062,265.1350555555555555555555555555555555555555555555555555555555555555555555555555555556,63.33374666666666666666666669524620636788393333333333333333333333333333333333333333333,3.584666399751440089329629629923617684576004080759713799093936006112598368809462764066e-164
115,95.83395,267.4498611111111111111111111111111111111111111111111111111111111111111111111111111111,63.88930000000000000000000002908312891324125,3.679719712786946061979166666971090848951586229930176295574320044010592548462182429019e-164
116,96.66728,269.7646666666666666666666666666666666666666666666666666666666666666666666666666666667,64.4448533333333333333333333629244495715616,3.776438673923370403318518518833654242237352173223968194371835833883943272192950877585e-164
117,97.50061,272.0794722222222222222222222222222222222222222222222222222222222222222222222222222222,65.00040666666666666666666669677016834284498333333333333333333333333333333333333333333,3.87483775057969528927268518551131266785602463866797330216703898713458031063718005979e-164
118,98.33394,274.3942777777777777777777777777777777777777777777777777777777777777777777777777777778,65.5559600000000000000000000306202852270914,3.974931410174902895766666667004070970757011029057583313168262893913405967432468482589e-164
119,99.16727,276.7090833333333333333333333333333333333333333333333333333333333333333333333333333333,66.11151333333333333333333336447480022430085,4.076734120127975398725462963311934037416403421956697809111618723128667361187962058412e-164
120,100.0006,279.0238888888888888888888888888888888888888888888888888888888888888888888888888888889,66.66706666666666666666666669833371333447333333333333333333333333333333333333333333333,4.180260347857894974074074074434906795836978569697724259260995422454328707453714953717e-164
121,100.83393,281.3386944444444444444444444444444444444444444444444444444444444444444444444444444444,67.22262000000000000000000003219702455760885,4.285524560783643797737500000372994215548197899381578020408059718338443600690050437542e-164
122,101.66726,283.6535,67.7781733333333333333333333660647338937074,4.392541226324204045640740741126201307606207512877682336872256116011527296236921730056e-164
123,102.50059,285.9683055555555555555555555555555555555555555555555555555555555555555555555555555556,68.33372666666666666666666669993684134276898333333333333333333333333333333333333333333,4.501324811898557893708796296694533124593838186823968340500806899494928992283272851108e-164
124,103.33392,288.2831111111111111111111111111111111111111111111111111111111111111111111111111111111,68.8892800000000000000000000338133469047936,4.61188978492568751786666666707799476062060537262687505066871213160920411183639946878e-164
125,104.16725,290.5979166666666666666666666666666666666666666666666666666666666666666666666666666667,69.44483333333333333333333336769425057978125,4.724250612824575094039351852276591351322709196461349374278749653982486584691309747939e-164
126,105.00058,292.9127222222222222222222222222222222222222222222222222222222222222222222222222222222,70.00038666666666666666666670157955236773193333333333333333333333333333333333333333333,4.838421763014202798151851852290328073863034459270846105761475087058861129400085198785e-164
127,105.83391,295.2275277777777777777777777777777777777777777777777777777777777777777777777777777778,70.55594000000000000000000003546925226864565,4.954417702913552806129166667119210146931150636767327927075221830106735535241241525406e-164
128,106.66724,297.5423333333333333333333333333333333333333333333333333333333333333333333333333333333,71.1114933333333333333333333693633502825224,5.072252899941607293896296296763242830743311879431265407706101061227212944189089474326e-164
129,107.50057,299.8571388888888888888888888888888888888888888888888888888888888888888888888888888889,71.66704666666666666666666670326184640936218333333333333333333333333333333333333333333,5.191941821517348437378240741222431427042457012511637004668001737362464132883095683055e-164
130,108.3339,302.1719444444444444444444444444444444444444444444444444444444444444444444444444444444,72.222600000000000000000000037164740649165,5.313498935059758412500000000496781279098209536025929062502590594304099794597243528647e-164
131,109.16723,304.48675,72.77815333333333333333333337107203300193085,5.436938707987819395186574074586297771706877624760135813279312146701542821209393976242e-164
132,110.00056,306.8015555555555555555555555555555555555555555555555555555555555555555555555555555556,73.33370666666666666666666670498372346765973333333333333333333333333333333333333333333,5.562275607720513561362962963490986331191454128268759376595388688070400585170646427624e-164
133,110.83389,309.1163611111111111111111111111111111111111111111111111111111111111111111111111111111,73.88926000000000000000000003889981204635165,5.689524101676823086954166667210852425401616570874809759575820290800837221474699569769e-164
134,111.66722,311.4311666666666666666666666666666666666666666666666666666666666666666666666666666667,74.4448133333333333333333333728202987380066,5.818698657275730147885185185745901563713727151669804856873384806165945909627212223396e-164
135,112.50055,313.7459722222222222222222222222222222222222222222222222222222222222222222222222222222,75.00036666666666666666666670674518354262458333333333333333333333333333333333333333333,5.949813741936216920081018519096139297030832744513770450668637864330121155615164191519e-164
136,113.33388,316.0607777777777777777777777777777777777777777777777777777777777777777777777777777778,75.5559200000000000000000000406744664602056,6.082883823077265579466666667261571217782664898035240210669912874357431073876217107999e-164
137,114.16721,318.3755833333333333333333333333333333333333333333333333333333333333333333333333333333,76.11147333333333333333333337460814749074965,6.217923368117858301967129630242202959925639835631255694113321024219989669268075286092e-164
138,115.00054,320.6903888888888888888888888888888888888888888888888888888888888888888888888888888889,76.66702666666666666666666670854622663425673333333333333333333333333333333333333333333,6.354946844476977263507407408038040198942858455467366345762751280806329119037846567005e-164
139,115.83387,323.0051944444444444444444444444444444444444444444444444444444444444444444444444444444,77.22258000000000000000000004248870389072685,6.493968719573604640012500000649088651844106330477629497909870389929772054791403168442e-164
140,116.6672,325.32,77.77813333333333333333333337643557926016,6.635003460826722607407407408075354077165853708364610370374122876336803844462742533158e-164
141,117.50053,327.6348055555555555555555555555555555555555555555555555555555555555555555555555555556,78.33368666666666666666666671038685274255618333333333333333333333333333333333333333333,6.778065535655313341617129630316842274971255511599382070502731043715444874283348177509e-164
142,118.33386,329.9496111111111111111111111111111111111111111111111111111111111111111111111111111111,78.8892400000000000000000000443425243379154,6.923169411478359018566666667373559086850151337421525593170694974703622830751550540004e-164
143,119.16719,332.2644166666666666666666666666666666666666666666666666666666666666666666666666666667,79.44479333333333333333333337830259404623765,7.070329555714841814181018519245510395919065457839129820780792530897544982601887829856e-164
144,120.00052,334.5792222222222222222222222222222222222222222222222222222222222222222222222222222222,80.00034666666666666666666671226706186752293333333333333333333333333333333333333333333,7.219560435783743904385185185932702126821206819628791523263579352860070462774466875533e-164
145,120.83385,336.8940277777777777777777777777777777777777777777777777777777777777777777777777777778,80.55590000000000000000000004623592780177125,7.370876519104047465104166667435140245726469044335615358077388860129082550384323973307e-164
146,121.66718,339.2088333333333333333333333333333333333333333333333333333333333333333333333333333333,81.1114533333333333333333333802091918489826,7.524292273094734672262962963752830760331430428273213870208332251225860952690785735809e-164
147,122.50051,341.5236388888888888888888888888888888888888888888888888888888888888888888888888888889,81.66700666666666666666666671418685400915698333333333333333333333333333333333333333333,7.679822165174787701786574074885779719859353942523707492170298503663454087066829940577e-164
148,123.33384,343.8384444444444444444444444444444444444444444444444444444444444444444444444444444444,82.2225600000000000000000000481689142822944,7.83748066276318872960000000083399321506018723293772454400495437395505136296844637861e-164
149,124.16717,346.15325,82.77811333333333333333333338215537266839485,7.997282233278919931628240741597477378210562620134401233281744397622355463903997702914e-164
150,125.0005,348.4680555555555555555555555555555555555555555555555555555555555555555555555555555556,83.33366666666666666666666671614622916745833333333333333333333333333333333333333333333,8.15924134414096348379629629717623838311379709950138165509789088920395462940358027706e-164
151,125.83383,350.7828611111111111111111111111111111111111111111111111111111111111111111111111111111,83.88922000000000000000000005014148377948485,8.323372462768301562029166667570282445099892341194817792078393942263694936988385023729e-164
152,126.66716,353.0976666666666666666666666666666666666666666666666666666666666666666666666666666667,84.4447733333333333333333333841411365044744,8.489690056579916342251851852779615821025534690139369514376031429399052584140058273267e-164
